Battery_ID,Cycle_Index,Discharge_Capacity_Ah,SOH_Pct,Max_Discharge_Voltage_V,Min_Discharge_Voltage_V,Mean_Discharge_Voltage_V,Mean_Discharge_Current_A,Max_Discharge_Temp_C,Mean_Discharge_Temp_C,Discharge_Duration_s,Time_to_3_5V_s,Time_to_3_2V_s,CC_Charge_Time_s,CV_Charge_Time_s,Total_Charge_Time_s,Max_Charge_Temp_C,Electrolyte_Resistance_Re,Charge_Transfer_Resistance_Rct,RUL
B0005,1,1.8564874208181574,92.82437104090788,4.191491807505295,2.612467347907089,3.5298286688693397,-1.8187019641679727,38.98218133148803,32.572328114029,3690.234,2058.641,3189.734,607.907,6989.968,7597.875,27.445134031590747,0.05003573195803179,0.07479234613687553,124
B0005,2,1.846327249719927,92.31636248599635,4.189773213846608,2.587208728940726,3.5373201277859714,-1.8175598506612867,39.033397966787035,32.72523522519307,3672.344,2115.688,3171.766,3184.766,7331.234,10516.0,29.34194895777482,0.05003573195803179,0.07479234613687553,123
B0005,3,1.8353491942234077,91.76745971117039,4.188186735991303,2.6519168938437794,3.5437367282719,-1.8164865418840956,38.818796689817404,32.64286193755933,3651.641,2116.094,3172.156,3181.781,7302.7660000000005,10484.547,29.553300732538816,0.05003573195803179,0.07479234613687553,122
B0005,4,1.8352625275821128,91.76312637910564,4.188461118855572,2.592947964776547,3.5436661072601456,-1.8255891938692528,38.7623045063458,32.51487646204882,3631.563,2135.578,3172.172,3161.234,7236.655999999999,10397.89,29.456340289732644,0.05003573195803179,0.07479234613687553,121
B0005,5,1.8346455082120419,91.7322754106021,4.188298524761055,2.547419651124539,3.5423432526672167,-1.8261139590277586,38.66539257343368,32.38234901543077,3629.172,2134.516,3170.438,3160.218,7334.985,10495.203,29.4813335075363,0.05003573195803179,0.07479234613687553,120
B0005,6,1.8356616600675495,91.78308300337747,4.188815807948604,2.5209480504077413,3.5413347346347575,-1.8168108743168803,38.75169504640032,32.43418218230641,3652.281,2134.797,3171.672,3161.094,7631.578,10792.672,29.39582042914756,0.05003573195803179,0.07479234613687553,119
B0005,7,1.8351461429226603,91.75730714613302,4.18839163793879,2.487927319492314,3.5410250495075215,-1.816791144707133,38.8207012322275,32.480416444757985,3650.828,2152.656,3170.641,3174.594,7615.3910000000005,10789.985,29.438424119486054,0.05003573195803179,0.07479234613687553,118
B0005,8,1.8257567905665537,91.28783952832768,4.188927891511958,2.6652049047458775,3.554133296801584,-1.8443412120754061,38.51713023385634,32.41046186109587,3572.453,2155.531,3153.969,3174.734,6952.8279999999995,10127.562,29.510810563981206,0.05003573195803179,0.07479234613687553,117
B0005,9,1.8247738529891333,91.23869264945667,4.189029250882121,2.6038584726333673,3.5529355991467955,-1.853972745505648,38.526267904657,32.3461408313,3550.594,2153.687,3152.328,3158.688,6989.264999999994,10147.952999999994,29.668813794471543,0.05003573195803179,0.07479234613687553,116
B0005,10,1.824613268496936,91.2306634248468,4.189223427076418,2.552853984885676,3.5512057319376997,-1.8535899338510957,38.52698128472781,32.27679750791685,3551.25,2154.079,3152.594,3153.61,7008.483999999999,10162.094,29.779288735822295,0.05003573195803179,0.07479234613687553,115
