Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
-0.052560074596845724,-0.021265219987289648,-2.647285447542809,-2.9999475331149106,0.20102185325838165,0.05797806508419971,0.032340798737809144,1112
0.09813495087987414,-0.019743037369603887,3.761849919812703,-2.926318382030639,0.20657031006414642,0.058263268757624484,0.021626554837438194,1111
0.09766909100313707,-0.024052449018004598,3.795230833184338,-2.893594314882075,0.20657042331876108,0.058263268757624484,0.018538588265510855,1110
0.09741048867908812,-0.02641792350890082,3.806357804308223,-2.8854132980949347,0.20578024587527438,0.058263268757624484,0.014771014194947578,1109
1.9019052588715266,2.0539248439793045,4.251436649263467,-1.4700973939195432,0.2033991808656949,1.9481554428180978,1.8055692089132256,1107
-0.030460533616256995,-0.0181702762868587,-2.602777563047285,-0.6029096144825993,0.15160123582697796,0.026339986258907315,-0.15302369107765496,1106
0.052634091117975734,-0.016295042608545206,1.1692656479484038,-0.6274526648440232,0.15090600693371264,0.025940050151950767,-0.15340326731126813,1105
0.052505729189573705,-0.016295042608545206,1.1803926190722884,-0.6274526648440232,0.15090612018832894,0.02572279086292248,-0.1536094664046043,1104
0.05232539633406258,-0.01652777308570354,1.1803926190722884,-0.6274526648440232,0.15005644632083012,0.025425788464063587,-0.15389134906028853,1103
13.492947945761273,18.943359927821877,3.995516313414205,-4.022574631507535,-0.3867715199262012,17.835199454045753,16.74922565362368,1102
-0.0327334789825951,-0.022433730211983187,-2.435872996189067,-0.7583489334382791,0.15267059223046195,0.026035253660626086,-0.15331291040519948,1101
0.05465657418499282,-0.02801373494320269,1.5253287239125988,-0.8401591013096873,0.15502256822798002,0.026477909290706182,-0.15289278940604267,1100
0.054866023282800026,-0.028650285830897116,1.5475826661603587,-0.8237970677354072,0.1541829725691744,0.025910349912064857,-0.15343145557683657,1099
0.05428620305987189,-0.027500234704508072,1.5253287239125988,-0.7992540173739833,0.1526706009423527,0.025407886949611835,-0.15390833924775443,1098
13.117876269437833,12.114910319106023,4.02889722678584,-3.842592262190431,24.490058873308886,17.278983939630464,16.22132585571445,1097
-0.06301562328200101,-0.04068988186062686,1.447439926045435,2.6449540500123723,-0.19654000949555253,-0.09794087096989355,-0.1494430090692166,1096
-0.06307448192234145,-0.04068995426276312,1.4919478105409543,-1.6746228135980672,0.16946639962304186,0.03382607412055592,-0.02429985258601022,1095
-0.06316370911647456,-0.041037412138640664,1.4919478105409543,-1.666441796810927,0.16946617311380263,0.03354087044713114,-0.02485357824114887,1094
-0.06328205255290374,-0.04138487001450135,1.503074781664839,-1.666441796810927,0.16866874737500948,0.03325444621590285,-0.02690244039328668,1093
-0.06335124276309118,-0.041732400292515154,1.514201752788714,-1.666441796810927,0.16707808631815096,0.03296802198467456,-0.02682714297156278,1092
-0.06341448449366972,-0.04173268990109392,1.514201752788714,-1.6582607800237872,0.16708171046576753,0.03268525942685686,-0.02671940973740404,1091
-0.06352562713899342,-0.042080002972665224,1.514201752788714,-1.666441796810927,0.1662994608452901,0.03240290372164031,-0.02797591132863214,1090
-0.06360452276327952,-0.042254202524514985,1.514201752788714,-1.650079763236647,0.16550146883343847,0.03211647949041201,-0.02894744113918223,1089
-0.06369750689190246,-0.04242782285922408,1.514201752788714,-1.641898746449507,0.16470868653382517,0.031831682669588426,-0.029379532497690018,1088
-0.06376669710208989,-0.042601515596103146,1.514201752788714,-1.641898746449507,0.16390254018973077,0.03154322417535428,-0.029310799466578014,1087
-0.06380082259037236,-0.042601587998256266,1.5253287239125988,-1.641898746449507,0.16312040382383342,0.03126127532273892,-0.02865088513977749,1086
-0.0638596812307128,-0.042948828667691306,1.5253287239125988,-1.6337177296623633,0.16233033963498528,0.030977292207117663,-0.029497305388078685,1085
-0.06392918451877438,-0.042948828667691306,1.5253287239125988,-1.6337177296623633,0.16153302715082493,0.030691274828490555,-0.030686618510691644,1084
-0.06397238926540724,-0.04312194218742971,1.5253287239125988,-1.641898746449507,0.16152600536472556,0.030688020007681147,-0.031007115228798364,1083
-0.06402310788101977,-0.043123028219541074,1.5253287239125988,-1.641898746449507,0.16074375574422178,0.030408512270672858,-0.031227987665855106,1082
-0.06407069571789076,-0.043298386205638466,1.5253287239125988,-1.6337177296623633,0.15994927462540662,0.030406884860268154,-0.03078701507299016,1081
-0.0641101435300338,-0.04329614173926261,1.5253287239125988,-1.641898746449507,0.15915830439962797,0.0301229017446469,-0.03052907313600785,1080
-0.06418841299857161,-0.04347034129111237,1.5253287239125988,-1.6337177296623633,0.15915286817815041,0.029835663808216274,-0.031162729900361064,1079
-0.06422786081071469,-0.043817654362717395,1.5253287239125988,-1.6255367128752232,0.1583654088453819,0.029553308102999724,-0.031968219242494426,1078
-0.06427795327057888,-0.04364345481086763,1.5364556950364836,-1.6337177296623633,0.1575620938666591,0.029265256461366726,-0.03197787275810005,1077
-0.06430393873413343,-0.043817654362717395,1.5364556950364836,-1.6337177296623633,0.15757092772659312,0.029269324987378508,-0.031050362978711596,1076
-0.06435966659573236,-0.043991853914567156,1.5364556950364836,-1.5110024778552509,0.15677463453391696,0.028981680198346696,-0.032405716569741345,1075
-0.06440725443260335,-0.04416496743432241,1.5364556950364836,-1.6255367128752232,0.15598887402037667,0.02869891764052896,-0.03197401135185779,1074
-0.0644673653844404,-0.044860679609593244,1.3027893014349818,0.21519206423150045,0.15190457286734757,0.02721960158265102,-0.028091753515899643,1073
-0.06431771416059609,-0.04468648005774348,1.4808208394170794,0.8860354407770604,0.15122504518196475,0.027272899273405166,-0.029573375091050985,1072
-0.0642316177452045,-0.04416605346640006,1.5253287239125988,-1.6009936625137993,0.15558364901068875,0.02869566281971955,-0.03147511766535909,1071
-0.06429329408641228,-0.044338008551873975,1.5253287239125988,-1.6255367128752232,0.15678165631998997,0.029269324987378508,-0.030295071917727522,1070
-0.06439504439551144,-0.04451220810372374,1.5253287239125988,-1.6255367128752232,0.15598887402037667,0.02869973134573133,-0.031831139320894514,1069
-0.06447707079853908,-0.04468648005774348,1.5253287239125988,-1.609174679300943,0.15439968527345443,0.028413307114503038,-0.03156586071205198,1068
-0.06458383035362465,-0.04468648005774348,1.514201752788714,-1.609174679300943,0.15359637029475798,0.028124848620268855,-0.033448296255148835,1067
-0.06460449349331863,-0.04468648005774348,1.5253287239125988,-1.609174679300943,0.1528177448219235,0.027845340883260565,-0.03175043593043148,1066
-0.06466804830177135,-0.044860679609593244,1.5253287239125988,-1.6009936625137993,0.1524053847715034,0.02755403442081816,-0.03250225172579759,1065
-0.06472064538462875,-0.04503263469506716,1.5253287239125988,-1.6009936625137993,0.1520143165885679,0.02727045815779809,-0.032764055069022094,1064
-0.06483617112019056,-0.04520690664908689,1.5253287239125988,-1.5928126457266591,0.1512321802226969,0.026990950420789802,-0.03308030424026239,1063
-0.06485683425988455,-0.04520907871327591,1.5253287239125988,-1.584631628939519,0.15043939792308364,0.026706153599966215,-0.03285325355321812,1062
-0.06492539831432367,-0.045555305752769566,1.514201752788714,-1.5682695953652352,0.14964310473043382,0.02641972936873792,-0.03285557039696345,1061
-0.06499271005726619,-0.045555305752769566,1.514201752788714,-1.576450612152379,0.14883616560404173,0.02613005031670022,-0.03370044608276771,1060
-0.06502996632429019,-0.04572957770678931,1.514201752788714,-1.5600885785780951,0.14804689419746495,0.025846474053680152,-0.03342667238019219,1059
-0.06506315257895022,-0.04572957770678931,1.514201752788714,-1.5600885785780951,0.14766290442794522,0.02585176313749545,-0.03323205750558282,1058
-0.06512013275204576,-0.045901460390076386,1.514201752788714,-1.5600885785780951,0.14726475783159396,0.02556533890626716,-0.03437850901890686,1057
-0.06516897290041335,-0.045729505304619326,1.514201752788714,-1.551907561790955,0.1464648404912485,0.025562897790660084,-0.03439897447199074,1056
-0.06522563999563473,-0.04590153279226322,1.514201752788714,-1.5600885785780951,0.14646846463897054,0.02527932152764005,-0.035167780454822696,1055
-0.06526477472990364,-0.046075659941926146,1.514201752788714,-1.551907561790955,0.14568270412540388,0.024997372675024686,-0.03438082586265219,1054
-0.06530578793141745,-0.046247687429586896,1.514201752788714,-1.543726545003815,0.14488290003974394,0.024709727885992874,-0.034017853675880706,1053
-0.0653665250390028,-0.04624761502740006,1.503074781664839,-1.5273645114295311,0.14448996315563103,0.0247125758542011,-0.035236513485934776,1052
-0.06538812741231922,-0.04625217636232174,1.503074781664839,-1.5355455282166712,0.1440971395261773,0.02442777903337751,-0.03572420909433091,1051
-0.06540190283878189,-0.04624761502740006,1.503074781664839,-1.5355455282166712,0.1440971395261773,0.02442777903337751,-0.03433641969086633,1050
-0.06559162803051755,-0.04746947356321733,1.2694083880633373,0.3869934167614605,0.14001997341388037,0.022947649270297202,-0.033607386192329496,1049
-0.0654820507745646,-0.0472060745733225,1.06912290783347,-1.609174679300943,0.17315204453392485,0.0354103581495374,-0.018566436597517492,1047
-0.0654801723073197,-0.046858544295308696,1.1025038212051146,-1.494640444280967,0.14543093911796975,0.023694223793456193,-0.03187322864893504,1046
-0.06555812869798336,-0.04688750515180282,1.1025038212051146,-1.5028214610681072,0.1454339290397956,0.023694223793456193,-0.03268142097543797,1045
-0.06564547742487155,-0.04707575071906522,1.1136307923289994,-1.5028214610681072,0.1446118817478727,0.023693003235652637,-0.0340614875664181,1044
-0.06571341532356238,-0.04707575071906522,1.1025038212051146,-1.494640444280967,0.14380358356607167,0.023695444351259712,-0.033820921957525944,1043
-0.06576757779579055,-0.04722055500156956,1.1136307923289994,-1.4700973939195432,0.14298452619602736,0.023694223793456193,-0.033190354318166526,1042
-0.06585774422354611,-0.047466722281820216,1.1136307923289994,-1.4782784107066869,0.1421655820805104,0.023693003235652637,-0.033963021707240755,1041
-0.0659297521346009,-0.047466722281820216,1.1136307923289994,-1.461916377132403,0.14135026211260995,0.022228333871417042,-0.034444539065649295,1040
